State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean,Yearly.Mean
MN,1991,435,34527,1.2442079972541618,-0.27350467070208295,1.5177126679562447
MN,1992,578,45160,1.2637194455376275,-0.30295979520594596,1.5666792407435735
MN,1993,771,52221,1.4549365942028987,0.009057368773206287,1.4458792254296924
MN,1994,797,61277,1.2839514128298484,-0.6532395919897562,1.9371910048196046
MN,1995,740,71818,1.0198737561674798,-0.5473920631969207,1.5672658193644005
MN,1996,1209,68666,1.7302325581395348,-0.3754912025285042,2.105723760668039
MN,1997,1563,67256,2.2711751115244336,-1.0349923534786516,3.3061674650030852
MN,1998,1777,85040,2.0468341453862724,-0.7966449593350018,2.843479104721274
MN,1999,2828,90914,3.0167907661453777,0.0693407581553025,2.947450007990075
MN,2000,3216,76880,4.015181781861766,0.4002692863654924,3.6149124954962732
MN,2001,6117,107850,5.367343178288452,0.9623472228755743,4.404995955412878
MN,2002,12494,137690,8.31912853566292,1.274612527377677,7.0445160082852425
MN,2003,19331,150127,11.407546412680428,3.088436612738729,8.3191097999417
MN,2004,21582,156721,12.104114905525986,3.081380300281678,9.022734605244308
MN,2005,26836,161602,14.241288912002886,2.667878543712396,11.57341036829049
MN,2006,19584,97625,16.708614526188263,3.1141666258487604,13.594447900339503
MN,2007,28549,99784,22.246031807874825,3.384333184613876,18.86169862326095
MN,2008,43128,113902,27.464815640323504,8.215032034302308,19.249783606021197
MN,2009,61265,173035,26.148100725565516,8.663195702075363,17.484905023490153
MN,2010,132712,474041,21.872491771775334,3.2134106512367246,18.65908112053861
MN,2011,215192,733601,22.680605780185985,2.214620220971355,20.46598555921463
MN,2012,256883,864229,22.913232576227887,1.9580992113480171,20.95513336487987
MN,2013,281085,928999,23.228552728570907,3.0647783319882826,20.163774396582625
MN,2014,335794,1167631,22.335267805178177,4.388085695780884,17.947182109397293
MN,2015,297799,1136581,20.761513685355347,3.8275063735167407,16.934007311838606
MN,2016,290156,1132854,20.390299435703195,4.339666821061385,16.05063261464181
MN,2017,65394,280169,18.923900996345093,4.023415473556534,14.900485522788559
