State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean
OH,1991,1192,131219,0.9002273225034173,-0.6174853454528274
OH,1992,2637,174092,1.4921150462006803,-0.0745641945428932
OH,1993,3672,208717,1.7289030976180497,0.28302387218835734
OH,1994,3809,231412,1.6193282062400889,-0.3178627985795157
OH,1995,2682,195757,1.3515488386859438,-0.21571698067845668
OH,1996,3922,190657,2.015633752871584,-0.09009000779645504
OH,1997,4869,213885,2.2257878713074963,-1.080379593695589
OH,1998,5347,365868,1.4404051560416469,-1.4030739486796273
OH,1999,5734,439999,1.2864203458124035,-1.6610296621776717
OH,2000,11330,475327,2.328128435427827,-1.2867840600684461
OH,2001,22028,611592,3.476531675136517,-0.9284642802763612
OH,2002,59845,768787,7.222144450129853,0.17762844184461013
OH,2003,128490,908285,12.393238648694268,4.074128848752569
OH,2004,132148,766686,14.702158574330745,5.679423969086438
OH,2005,237891,1114707,17.587708986705582,6.014298618415092
OH,2006,158994,696501,18.585029719636,4.990581819296498
OH,2007,83471,307945,21.325392932327752,2.4636943090668026
OH,2008,82942,234191,26.153695768021617,6.90391216200042
OH,2009,112192,338339,24.90217099378289,7.4172659702927355
OH,2010,485645,1723127,21.987104146557453,3.328023026018844
OH,2011,544117,1782138,23.390256012346025,2.9242704531313954
OH,2012,676513,2369510,22.209714109184336,1.2545807443044659
OH,2013,653726,2560149,20.340741316946055,0.1769669203634301
OH,2014,687048,3362234,16.967156152621627,-0.9800259567756662
OH,2015,836289,4593890,15.400763031936885,-1.5332442799017212
OH,2016,883477,4940235,15.170341527877751,-0.8802910867640588
OH,2017,209983,1269163,14.196232150173142,-0.7042533726154172
