State,Year,Narcotic,NonNarcotic,Percentage,From.Yearly.Mean
SD,1996,17,3964,0.42702838482793265,-1.6786953758401064
SD,1997,172,5027,3.308328524716292,0.002161059713206903
SD,1998,149,6377,2.283174992338339,-0.5603041123829353
SD,1999,223,8301,2.616142656030033,-0.33130735196004224
SD,2000,329,9600,3.3135260348474165,-0.30138646064885677
SD,2001,582,12850,4.332936271590232,-0.07205968382264594
SD,2002,1462,17836,7.575914602549487,0.5313985942642443
SD,2003,2788,21849,11.316312862767381,2.9972030628256814
SD,2004,3491,23761,12.810068985762513,3.787334380518205
SD,2005,4291,29172,12.82311807070496,1.2497077024144687
SD,2006,2686,18432,12.719007481769108,-0.8754404185703955
SD,2007,17861030,74004338,19.442615197492053,0.5809165742311038
SD,2008,5366,19570,21.519088867500802,2.269305261479605
SD,2009,7203,27619,20.685199012118776,3.200293988628623
SD,2010,12352,33299,27.057457667959078,8.398376547420469
SD,2011,17309,34830,33.197798193291014,12.731812634076384
SD,2012,20620,40362,33.81325637073235,12.858123005852477
SD,2013,24868,40018,38.32567888296396,18.16190448638134
SD,2014,23386,51047,31.41885991428533,13.471677804888039
SD,2015,27174,57991,31.907473727470204,14.973466415631599
SD,2016,31741,57496,35.56932662460638,19.518694009964573
SD,2017,6361,13315,32.32872535068103,17.428239827892476
